product_id,branch_id,total_incoming,total_outgoing,total_adjustments,movement_count,opening_stock,current_stock,expected_stock,stock_variance,absolute_variance,shrinkage_pct,shrinkage_class
P006,KOL001,116183,7281,501,1443,105,109176,109508,-332,332,-0.30317419731891737,High Shrinkage
P006,PUN001,116157,5467,242,1253,210,111016,111142,-126,126,-0.11336848356156988,High Shrinkage
P007,AHM001,112655,6579,360,1335,146,106222,106582,-360,360,-0.33776810343209923,High Shrinkage
P007,CHN001,116327,7940,391,1503,230,108692,109008,-316,316,-0.28988698077205344,High Shrinkage
P007,DEL001,124916,5617,301,1300,205,119439,119805,-366,366,-0.30549643170151497,High Shrinkage
P007,HYD001,117343,5175,381,1253,298,112543,112847,-304,304,-0.2693912997244056,High Shrinkage
P007,KOL001,105995,6950,529,1344,273,99463,99847,-384,384,-0.3845884202830331,High Shrinkage
P007,PUN001,116030,5837,404,1266,231,110464,110828,-364,364,-0.32843685711192117,High Shrinkage
P008,AHM001,115693,6546,431,1350,259,109281,109837,-556,556,-0.50620464870672,High Shrinkage
P008,CHN001,115951,7731,428,1486,265,108381,108913,-532,532,-0.4884632688476123,High Shrinkage
P008,DEL001,112248,5914,157,1275,298,106667,106789,-122,122,-0.11424397643952093,High Shrinkage
P008,HYD001,106704,5323,220,1185,270,101753,101871,-118,118,-0.11583276889399338,High Shrinkage
P008,KOL001,106041,6702,453,1350,135,99461,99927,-466,466,-0.4663404285128144,High Shrinkage
P008,PUN001,104148,5096,267,1179,86,99151,99405,-254,254,-0.25552034605905133,High Shrinkage
P009,AHM001,102193,6625,300,1275,183,95731,96051,-320,320,-0.33315634402556976,High Shrinkage
P009,CHN001,119192,7908,440,1488,226,111456,111950,-494,494,-0.4412684234033051,High Shrinkage
P009,DEL001,107659,5211,459,1177,147,102816,103054,-238,238,-0.23094688221709006,High Shrinkage
P009,HYD001,105112,5260,377,1183,282,100071,100511,-440,440,-0.43776303091203944,High Shrinkage
P009,KOL001,117102,6703,380,1394,104,110547,110883,-336,336,-0.30302210438029276,High Shrinkage
P009,PUN001,116504,5484,314,1263,186,111320,111520,-200,200,-0.1793400286944046,High Shrinkage
P010,AHM001,122118,6742,211,1400,128,115149,115715,-566,566,-0.48913278313096836,High Shrinkage
P010,CHN001,121003,7535,367,1484,120,113425,113955,-530,530,-0.46509587117721907,High Shrinkage
P010,DEL001,112443,5710,333,1259,133,106895,107199,-304,304,-0.28358473493222885,High Shrinkage
P010,HYD001,115380,5222,398,1219,171,110225,110727,-502,502,-0.453367290724033,High Shrinkage
P010,KOL001,108509,7866,399,1432,179,100989,101221,-232,232,-0.22920145029193548,High Shrinkage
P010,PUN001,119944,5541,341,1278,159,114565,114903,-338,338,-0.29416116202361997,High Shrinkage
P011,AHM001,107747,6575,220,1319,211,101291,101603,-312,312,-0.30707754692282707,High Shrinkage
P011,CHN001,118274,7721,217,1463,155,110667,110925,-258,258,-0.2325895875591616,High Shrinkage
P011,DEL001,117882,5920,407,1302,243,112300,112612,-312,312,-0.2770575071928391,High Shrinkage
P011,HYD001,112611,5153,443,1248,148,107771,108049,-278,278,-0.25729067367583225,High Shrinkage
P011,KOL001,116935,7422,506,1450,300,109669,110319,-650,650,-0.5892004097209003,High Shrinkage
P011,PUN001,114492,5881,638,1299,86,108691,109335,-644,644,-0.5890154113504367,High Shrinkage
P012,AHM001,113779,7040,135,1391,103,106861,106977,-116,116,-0.10843452330874861,High Shrinkage
P012,CHN001,115023,7311,445,1424,155,107886,108312,-426,426,-0.39330822069576776,High Shrinkage
P012,DEL001,125728,5835,431,1337,257,119923,120581,-658,658,-0.5456912780620495,High Shrinkage
P012,HYD001,111323,5317,675,1243,128,106209,106809,-600,600,-0.5617504142909305,High Shrinkage
P012,KOL001,116167,6590,500,1372,188,109625,110265,-640,640,-0.5804198975196119,High Shrinkage
P012,PUN001,118076,5678,304,1315,177,112603,112879,-276,276,-0.24450960763295213,High Shrinkage
P013,AHM001,105221,6512,540,1322,84,98687,99333,-646,646,-0.6503377528112511,High Shrinkage
P013,CHN001,113969,7540,313,1448,156,106476,106898,-422,422,-0.3947688450672604,High Shrinkage
P013,DEL001,113508,5130,614,1226,126,108520,109118,-598,598,-0.548030572407852,High Shrinkage
P013,HYD001,115993,4956,441,1229,233,111295,111711,-416,416,-0.3723894692554896,High Shrinkage
P013,KOL001,112609,7052,435,1382,129,105381,106121,-740,740,-0.697317213369644,High Shrinkage
P013,PUN001,109561,5269,527,1216,80,104221,104899,-678,678,-0.6463359993898893,High Shrinkage
P014,AHM001,111527,6248,360,1316,108,105345,105747,-402,402,-0.38015262844336006,High Shrinkage
P014,CHN001,121977,7813,429,1519,157,114302,114750,-448,448,-0.39041394335511986,High Shrinkage
P014,DEL001,116968,5894,258,1293,203,111321,111535,-214,214,-0.19186802349038418,High Shrinkage
P014,HYD001,115985,4790,466,1209,200,111315,111861,-546,546,-0.48810577413039397,High Shrinkage
P014,KOL001,112315,6610,377,1373,268,105994,106350,-356,356,-0.33474377056887633,High Shrinkage
P014,PUN001,118748,5506,495,1291,87,113386,113824,-438,438,-0.3848046106269328,High Shrinkage
P015,AHM001,111678,6600,344,1356,85,105135,105507,-372,372,-0.3525832409224033,High Shrinkage
P015,CHN001,121358,7465,439,1490,239,113851,114571,-720,720,-0.6284312784212409,High Shrinkage
P015,DEL001,106565,5770,385,1234,223,100967,101403,-436,436,-0.4299675552005364,High Shrinkage
P015,HYD001,114677,4855,434,1185,149,110035,110405,-370,370,-0.3351297495584439,High Shrinkage
P015,KOL001,103314,7138,363,1327,292,96547,96831,-284,284,-0.29329450279352687,High Shrinkage
P015,PUN001,111363,5398,365,1215,134,106048,106464,-416,416,-0.39074241058010223,High Shrinkage
P016,AHM001,117404,6706,532,1370,95,110893,111325,-432,432,-0.38805299797889065,High Shrinkage
P016,CHN001,119217,7680,424,1487,180,112003,112141,-138,138,-0.12305936276651715,High Shrinkage
P016,DEL001,110136,6006,313,1292,242,104189,104685,-496,496,-0.47380235945933036,High Shrinkage
P016,HYD001,110929,5041,235,1185,103,106040,106226,-186,186,-0.17509837516238963,High Shrinkage
P016,KOL001,104428,6816,529,1338,148,97829,98289,-460,460,-0.4680076102107052,High Shrinkage
P016,PUN001,108562,5824,295,1287,217,103006,103250,-244,244,-0.23631961259079903,High Shrinkage
P017,AHM001,115889,6218,344,1373,276,109921,110291,-370,370,-0.33547614945915805,High Shrinkage
P017,CHN001,114144,7961,337,1462,178,106266,106698,-432,432,-0.4048810661868076,High Shrinkage
P017,DEL001,118103,5418,277,1284,243,112971,113205,-234,234,-0.20670465085464423,High Shrinkage
P017,HYD001,121847,4963,370,1247,88,117058,117342,-284,284,-0.2420275775084795,High Shrinkage
P017,KOL001,114860,6900,259,1386,208,108003,108427,-424,424,-0.39104651055548895,High Shrinkage
P017,PUN001,110322,5743,392,1271,206,104847,105177,-330,330,-0.3137568099489432,High Shrinkage
P018,AHM001,107337,6203,214,1288,262,101420,101610,-190,190,-0.18698946954039958,High Shrinkage
P018,CHN001,121127,8079,233,1503,283,113318,113564,-246,246,-0.21661794230566025,High Shrinkage
P018,DEL001,119536,5247,458,1278,282,114627,115029,-402,402,-0.3494770883864069,High Shrinkage
P018,HYD001,117593,4954,254,1229,210,112953,113103,-150,150,-0.1326224768573778,High Shrinkage
P018,KOL001,103536,7193,291,1342,161,96607,96795,-188,188,-0.19422490831137973,High Shrinkage
P018,PUN001,116597,5196,154,1271,155,111530,111710,-180,180,-0.16113150120848624,High Shrinkage
P019,AHM001,111789,6604,161,1364,217,105387,105563,-176,176,-0.1667250835993672,High Shrinkage
P019,CHN001,107706,7574,262,1427,287,100413,100681,-268,268,-0.2661872647272077,High Shrinkage
P019,DEL001,124525,6407,207,1347,125,118200,118450,-250,250,-0.21105951878429718,High Shrinkage
P019,HYD001,104671,4929,559,1127,209,100008,100510,-502,502,-0.4994527907670879,High Shrinkage
P019,KOL001,95724,7135,334,1313,92,88853,89015,-162,162,-0.18199179913497726,High Shrinkage
P019,PUN001,114361,5144,467,1242,116,109388,109800,-412,412,-0.37522768670309653,High Shrinkage
P020,AHM001,108786,6276,626,1282,142,102706,103278,-572,572,-0.5538449621410174,High Shrinkage
P020,CHN001,120279,7303,320,1468,300,113260,113596,-336,336,-0.2957850628543258,High Shrinkage
P020,DEL001,110504,6196,193,1283,91,104360,104592,-232,232,-0.22181428789964816,High Shrinkage
P020,HYD001,108096,5638,521,1195,161,102636,103140,-504,504,-0.48865619546247824,High Shrinkage
P020,KOL001,105855,6416,463,1306,182,99570,100084,-514,514,-0.5135686023740058,High Shrinkage
P020,PUN001,108105,5604,343,1219,80,102734,102924,-190,190,-0.1846022307722203,High Shrinkage
P021,AHM001,114552,6598,317,1312,293,108168,108564,-396,396,-0.36476179949154414,High Shrinkage
P021,CHN001,108420,7703,501,1414,189,100867,101407,-540,540,-0.5325076178173105,High Shrinkage
P021,DEL001,121224,5141,494,1258,152,115902,116729,-827,827,-0.7084786128554172,High Shrinkage
P021,HYD001,104630,5504,527,1211,153,99466,99806,-340,340,-0.3406608821112959,High Shrinkage
P021,KOL001,107611,7105,347,1345,280,100829,101133,-304,304,-0.3005942669553954,High Shrinkage
P021,PUN001,110918,5747,325,1263,159,105385,105655,-270,270,-0.2555487198902087,High Shrinkage
P022,AHM001,109862,6555,110,1320,156,103495,103573,-78,78,-0.07530920220520793,Medium Shrinkage
P022,CHN001,116585,7718,404,1482,138,109061,109409,-348,348,-0.318072553446243,High Shrinkage
P022,DEL001,116009,5441,411,1234,187,110752,111166,-414,414,-0.37241602648291744,High Shrinkage
P022,HYD001,117860,4965,312,1168,140,112997,113347,-350,350,-0.3087862934175585,High Shrinkage
P022,KOL001,106033,6906,448,1346,265,99690,99840,-150,150,-0.15024038461538464,High Shrinkage
P022,PUN001,116717,5720,411,1296,299,111353,111707,-354,354,-0.31690046281790757,High Shrinkage
P023,AHM001,120274,6018,494,1313,238,114558,114988,-430,430,-0.3739520645632588,High Shrinkage
P023,CHN001,115170,8061,473,1499,149,107267,107731,-464,464,-0.4307023976385627,High Shrinkage
P023,DEL001,119423,5898,259,1287,186,113718,113970,-252,252,-0.22111081863648327,High Shrinkage
P023,HYD001,110628,4601,252,1134,82,105798,106361,-563,563,-0.5293293594456615,High Shrinkage
P023,KOL001,118592,6722,370,1386,141,111851,112381,-530,530,-0.4716099696567925,High Shrinkage
P023,PUN001,113594,5433,438,1254,115,108328,108714,-386,386,-0.3550600658608827,High Shrinkage
P024,AHM001,113884,6293,165,1338,268,107810,108024,-214,214,-0.1981041250092572,High Shrinkage
P024,CHN001,114753,7694,307,1430,119,107215,107485,-270,270,-0.2511978415592873,High Shrinkage
P024,DEL001,120774,4796,386,1253,280,116412,116644,-232,232,-0.1988957854668907,High Shrinkage
P024,HYD001,106640,4898,363,1158,273,101998,102378,-380,380,-0.3711734943054172,High Shrinkage
P024,KOL001,119031,7162,304,1433,155,112198,112328,-130,130,-0.11573249768535004,High Shrinkage
P024,PUN001,115489,5081,461,1260,128,110555,110997,-442,442,-0.3982089606025388,High Shrinkage
P025,AHM001,103661,6347,461,1276,165,97512,97940,-428,428,-0.43700224627322853,High Shrinkage
P025,CHN001,117735,7815,610,1496,300,110058,110830,-772,772,-0.6965623026256429,High Shrinkage
P025,DEL001,115027,5304,201,1227,180,109936,110104,-168,168,-0.15258301242461672,High Shrinkage
P025,HYD001,119686,5512,207,1271,83,113613,114464,-851,851,-0.7434651942968968,High Shrinkage
P025,KOL001,117532,7222,451,1414,290,110579,111051,-472,472,-0.42502994119818827,High Shrinkage
P025,PUN001,115354,5502,292,1255,191,110083,110335,-252,252,-0.22839534146009882,High Shrinkage
P026,AHM001,110165,6547,630,1319,263,103793,104511,-718,718,-0.6870090229736583,High Shrinkage
P026,CHN001,116230,7584,346,1478,113,108895,109105,-210,210,-0.19247513862792723,High Shrinkage
P026,DEL001,109044,5527,385,1233,96,103678,103998,-320,320,-0.30769822496586474,High Shrinkage
P026,HYD001,113813,5486,348,1264,203,108348,108878,-530,530,-0.48678337221477247,High Shrinkage
P026,KOL001,107788,6479,287,1326,240,101412,101836,-424,424,-0.416355709179465,High Shrinkage
P026,PUN001,110278,5251,576,1230,112,105190,105715,-525,525,-0.49661826609279663,High Shrinkage
P027,AHM001,114702,6461,307,1357,151,108337,108699,-362,362,-0.3330297426839253,High Shrinkage
P027,CHN001,105925,7971,161,1423,84,97973,98199,-226,226,-0.23014490982596567,High Shrinkage
P027,DEL001,112284,5508,457,1265,98,106775,107331,-556,556,-0.5180236837446777,High Shrinkage
P027,HYD001,109373,4711,293,1180,123,104746,105078,-332,332,-0.315955766192733,High Shrinkage
P027,KOL001,107414,6993,292,1396,210,100477,100923,-446,446,-0.44192106853739976,High Shrinkage
P027,PUN001,118257,5873,459,1302,214,112683,113057,-374,374,-0.3308065842893408,High Shrinkage
P028,AHM001,107865,6705,548,1331,212,101538,101920,-382,382,-0.3748037676609105,High Shrinkage
P028,CHN001,110825,7310,541,1420,120,103464,104176,-712,712,-0.6834587620949163,High Shrinkage
P028,DEL001,112579,5948,675,1298,207,106744,107513,-769,769,-0.7152623403681415,High Shrinkage
P028,HYD001,107685,5567,329,1211,129,102248,102576,-328,328,-0.3197629075027297,High Shrinkage
P028,KOL001,111465,6763,373,1355,254,104851,105329,-478,478,-0.4538161380056775,High Shrinkage
P028,PUN001,110777,5601,250,1244,279,105401,105705,-304,304,-0.28759282909985334,High Shrinkage
P029,AHM001,104224,6745,277,1309,140,97606,97896,-290,290,-0.296232736781891,High Shrinkage
P029,CHN001,108913,7667,403,1424,97,101572,101746,-174,174,-0.17101409392015413,High Shrinkage
P029,DEL001,113879,5257,290,1238,98,108622,109010,-388,388,-0.35593064856435186,High Shrinkage
P029,HYD001,118027,5453,381,1244,192,112739,113147,-408,408,-0.36059285707972816,High Shrinkage
P029,KOL001,112947,7723,273,1419,150,105010,105647,-637,637,-0.6029513379461793,High Shrinkage
P029,PUN001,115135,5803,212,1270,115,109429,109659,-230,230,-0.20974110652112457,High Shrinkage
P030,AHM001,109356,6071,309,1294,134,103248,103728,-480,480,-0.46274872744099954,High Shrinkage
P030,CHN001,113447,8099,262,1445,125,105447,105735,-288,288,-0.27237906085969643,High Shrinkage
P030,DEL001,109238,6133,368,1272,184,103131,103657,-526,526,-0.5074428162111579,High Shrinkage
P030,HYD001,109601,5060,494,1180,162,104611,105197,-586,586,-0.5570501059916158,High Shrinkage
P030,KOL001,110216,6940,512,1366,199,103465,103987,-522,522,-0.5019858251512208,High Shrinkage
P030,PUN001,117905,5743,367,1286,147,112388,112676,-288,288,-0.2556001278000639,High Shrinkage
