customer_id,customer_type,industry_segment,city,state,region,branch_id,credit_limit,current_balance,customer_rating,delivered_order_count,total_revenue,average_order_value,revenue_contribution_pct,regional_revenue_rank,regional_customer_value_class,regional_priority_flag
C0036,Fleet Owner,Construction,Kolkata,West Bengal,East,KOL001,630421,352613,2,31,48929201.8,1578361.3483870968,0.16725648880949504,69,Low Regional Value,Low Value Customer
C0037,Corporate,Construction,Pune,Maharashtra,West,PUN001,330103,123365,1,36,45505928.0,1264053.5555555555,0.15555458616326104,128,Low Regional Value,Low Value Customer
C0038,Fleet Owner,Rental,Jaipur,Rajasthan,North,DEL001,348040,45014,1,36,57808311.2,1605786.4222222222,0.1976082748057134,46,Medium Regional Value,Medium Value Customer
C0039,Fleet Owner,Rental,Hyderabad,Telangana,South,HYD001,343809,119070,4,38,62706510.2,1650171.3210526316,0.21435196847108154,50,Medium Regional Value,Medium Value Customer
C0040,Government,Logistics,Delhi,Delhi,North,DEL001,842290,805196,2,43,53757984.6,1250185.688372093,0.1837628945271473,56,Medium Regional Value,Medium Value Customer
C0041,Government,Rental,Hyderabad,Telangana,South,HYD001,592802,392894,5,38,68044561.6,1790646.3578947366,0.23259922576127934,34,High Regional Value,High Value Customer
C0042,Fleet Owner,Rental,Chennai,Tamil Nadu,South,CHN001,731768,472737,4,41,73882726.2,1802017.712195122,0.252556038383714,22,High Regional Value,High Value Customer
C0043,Corporate,Construction,Chennai,Tamil Nadu,South,CHN001,387054,12548,4,36,47644638.800000004,1323462.188888889,0.16286541989500908,125,Low Regional Value,Low Value Customer
C0044,Government,Mining,Mumbai,Maharashtra,West,KOL001,888707,663201,4,34,49589458.0,1458513.4705882352,0.16951346684437274,102,Low Regional Value,Low Value Customer
C0045,Corporate,Rental,Kolkata,West Bengal,East,KOL001,495460,268927,4,42,75275350.60000001,1792270.2523809527,0.25731649755340413,8,High Regional Value,High Value Customer
C0046,Retail,Rental,Ahmedabad,Gujarat,West,AHM001,14743,2408,3,46,87078641.0,1893013.9347826086,0.29766411893444245,3,High Regional Value,High Value Customer
C0047,Corporate,Rental,Pune,Maharashtra,West,PUN001,425838,329681,5,30,57880918.0,1929363.9333333333,0.19785646929867348,66,Medium Regional Value,Medium Value Customer
C0048,Dealer,Mining,Hyderabad,Telangana,South,HYD001,424609,267683,3,31,49413459.2,1593982.5548387098,0.16891184367784312,118,Low Regional Value,Low Value Customer
C0049,Dealer,Manufacturing,Coimbatore,Tamil Nadu,South,KOL001,116389,95867,5,39,82316206.2,2110671.953846154,0.2813845130236804,7,High Regional Value,High Value Customer
C0050,Dealer,Mining,Kolkata,West Bengal,East,KOL001,442160,257973,3,27,56151044.8,2079668.3259259257,0.19194318016102715,50,Medium Regional Value,Medium Value Customer
C0051,Retail,Infrastructure,Jaipur,Rajasthan,North,AHM001,40307,777,4,36,59420710.4,1650575.288888889,0.20311999825163396,42,Medium Regional Value,Medium Value Customer
C0052,Government,Manufacturing,Guwahati,Assam,North East,PUN001,1297924,695848,2,35,56612172.2,1617490.6342857145,0.1935194689002776,7,Medium Regional Value,Medium Value Customer
C0053,Fleet Owner,Construction,Delhi,Delhi,North,DEL001,406292,44107,5,27,45016037.4,1667260.6444444444,0.15387997512031576,74,Low Regional Value,Low Value Customer
C0054,Fleet Owner,Manufacturing,Chennai,Tamil Nadu,South,CHN001,225508,149649,2,37,63424926.8,1714187.2108108108,0.21680775833885033,46,High Regional Value,High Value - Review
C0055,Dealer,Construction,Delhi,Delhi,North,DEL001,394514,195008,1,32,59056095.2,1845502.975,0.2018736207127596,43,Medium Regional Value,Medium Value Customer
C0056,Dealer,Mining,Delhi,Delhi,North,DEL001,209877,191295,4,36,60885469.8,1691263.0499999998,0.20812703914300412,39,Medium Regional Value,Medium Value Customer
C0057,Retail,Logistics,Kolkata,West Bengal,East,KOL001,23289,4934,3,32,49701788.6,1553180.89375,0.16989745066284298,67,Low Regional Value,Low Value Customer
C0058,Retail,Infrastructure,Pune,Maharashtra,West,PUN001,43362,11601,3,40,56831525.0,1420788.125,0.1942692906383982,73,Medium Regional Value,Medium Value Customer
C0059,Retail,Manufacturing,Hyderabad,Telangana,South,HYD001,37344,31278,3,32,56859509.4,1776859.66875,0.1943649507414298,86,Medium Regional Value,Medium Value Customer
C0060,Dealer,Mining,Hyderabad,Telangana,South,HYD001,350950,129725,1,44,77163010.4,1753704.781818182,0.2637691544249665,16,High Regional Value,High Value - Review
C0061,Dealer,Construction,Surat,Gujarat,West,HYD001,362037,167542,4,29,33890240.0,1168628.9655172413,0.11584825296109982,147,Low Regional Value,Low Value Customer
C0062,Dealer,Construction,Hyderabad,Telangana,South,HYD001,231418,123783,1,36,78963082.0,2193418.9444444445,0.2699224053333369,13,High Regional Value,High Value - Review
C0063,Retail,Rental,Delhi,Delhi,North,DEL001,26508,25298,5,38,72065344.4,1896456.4315789475,0.2463436153824812,22,High Regional Value,High Value Customer
C0064,Corporate,Manufacturing,Chandigarh,Punjab,North,KOL001,577111,313205,3,32,57893888.0,1809184.0,0.19790080512636032,44,Medium Regional Value,Medium Value Customer
C0065,Corporate,Mining,Vadodara,Gujarat,West,AHM001,464475,104333,4,36,59751563.6,1659765.6555555556,0.20425096590505243,60,Medium Regional Value,Medium Value Customer
C0066,Retail,Manufacturing,Indore,Madhya Pradesh,Central,HYD001,37976,5882,1,32,54037060.800000004,1688658.1500000001,0.18471687095850403,7,Medium Regional Value,Medium Value Customer
C0067,Retail,Manufacturing,Ahmedabad,Gujarat,West,AHM001,34526,17171,3,31,55575120.6,1792745.8258064517,0.1899744773012062,79,Medium Regional Value,Medium Value Customer
C0068,Retail,Mining,Delhi,Delhi,North,DEL001,27354,3730,1,39,57372766.4,1471096.5743589744,0.1961194360082811,47,Medium Regional Value,Medium Value Customer
C0069,Dealer,Logistics,Delhi,Delhi,North,DEL001,413414,288815,2,47,77108269.8,1640601.485106383,0.26358203262010343,10,High Regional Value,High Value - Review
C0070,Government,Logistics,Ahmedabad,Gujarat,West,AHM001,549454,84153,3,41,76883391.4,1875204.668292683,0.2628133225204202,10,High Regional Value,High Value Customer
C0071,Corporate,Rental,Jaipur,Rajasthan,North,KOL001,735733,268163,2,42,72076738.0,1716112.8095238095,0.24638256254411053,21,High Regional Value,High Value - Review
C0072,Government,Logistics,Pune,Maharashtra,West,PUN001,1196826,1192089,3,26,55369763.0,2129606.269230769,0.1892724958696116,81,Medium Regional Value,Medium Value Customer
C0073,Corporate,Rental,Jaipur,Rajasthan,North,CHN001,740385,319020,4,32,56970903.6,1780340.7375,0.19474573362936448,51,Medium Regional Value,Medium Value Customer
C0074,Fleet Owner,Infrastructure,Bhubaneswar,Odisha,East,KOL001,259356,11327,5,39,50426138.6,1292977.912820513,0.17237352288990224,64,Low Regional Value,Low Value Customer
C0075,Retail,Mining,Hyderabad,Telangana,South,HYD001,27094,12134,5,33,50186853.4,1520813.7393939393,0.17155556549628545,116,Low Regional Value,Low Value Customer
C0076,Government,Mining,Chennai,Tamil Nadu,South,CHN001,1094151,760549,2,45,80026994.2,1778377.648888889,0.2735592155085968,10,High Regional Value,High Value - Review
C0077,Corporate,Mining,Delhi,Delhi,North,DEL001,715444,620984,1,34,57865492.6,1701926.2529411765,0.19780374008692325,45,Medium Regional Value,Medium Value Customer
C0078,Dealer,Rental,Visakhapatnam,Andhra Pradesh,South,HYD001,166204,71681,1,31,42565724.6,1373087.8903225807,0.14550398081964927,143,Low Regional Value,Low Value Customer
C0079,Retail,Rental,Delhi,Delhi,North,DEL001,28890,10702,5,31,47175266.2,1521782.7806451614,0.16126094628556253,69,Low Regional Value,Low Value Customer
C0080,Retail,Mining,Chennai,Tamil Nadu,South,CHN001,35201,14738,1,42,56541324.2,1346222.004761905,0.19327728657799872,90,Medium Regional Value,Medium Value Customer
C0081,Corporate,Rental,Surat,Gujarat,West,HYD001,208371,44941,1,37,56355210.0,1523113.7837837837,0.19264108556787743,75,Medium Regional Value,Medium Value Customer
C0082,Fleet Owner,Manufacturing,Ahmedabad,Gujarat,West,AHM001,432697,104648,3,46,77500928.6,1684802.7956521737,0.26492427262754514,8,High Regional Value,High Value Customer
C0083,Dealer,Infrastructure,Delhi,Delhi,North,DEL001,214857,64003,2,45,89672688.2,1992726.4044444445,0.30653144581730407,4,High Regional Value,High Value - Review
C0084,Corporate,Logistics,Pune,Maharashtra,West,PUN001,522422,458160,3,39,73317161.4,1879927.2153846156,0.25062274744165236,15,High Regional Value,High Value Customer
C0085,Retail,Mining,Chennai,Tamil Nadu,South,CHN001,18145,7599,4,37,60463527.2,1634149.3837837838,0.20668469724575397,64,Medium Regional Value,Medium Value Customer
C0086,Retail,Construction,Ahmedabad,Gujarat,West,AHM001,32547,1770,3,29,59655682.6,2057092.5034482758,0.2039232123588349,61,Medium Regional Value,Medium Value Customer
C0087,Government,Logistics,Hyderabad,Telangana,South,HYD001,831098,749605,3,39,50370513.4,1291551.6256410256,0.17218337722434743,113,Low Regional Value,Low Value Customer
C0088,Corporate,Infrastructure,Pune,Maharashtra,West,PUN001,516553,272170,1,36,57330201.8,1592505.6055555556,0.19597393587172293,71,Medium Regional Value,Medium Value Customer
C0089,Corporate,Rental,Surat,Gujarat,West,AHM001,930006,400599,4,37,47111014.0,1273270.6486486488,0.16104131062883933,116,Low Regional Value,Low Value Customer
C0090,Government,Infrastructure,Delhi,Delhi,North,DEL001,1009986,294069,1,43,51915256.6,1207331.5488372094,0.1774638296789048,60,Low Regional Value,Low Value Customer
C0091,Retail,Construction,Coimbatore,Tamil Nadu,South,PUN001,48920,2123,2,30,39090471.8,1303015.7266666666,0.13362439644732935,152,Low Regional Value,Low Value Customer
C0092,Fleet Owner,Logistics,Ahmedabad,Gujarat,West,AHM001,532908,244201,2,36,46760586.8,1298905.1888888888,0.15984343245181695,121,Low Regional Value,Low Value Customer
C0093,Dealer,Manufacturing,Chennai,Tamil Nadu,South,CHN001,447924,287318,2,36,57944235.8,1609562.1055555556,0.19807291086153464,81,Medium Regional Value,Medium Value Customer
C0094,Corporate,Logistics,Pune,Maharashtra,West,PUN001,206889,166058,4,31,46343009.2,1494935.7806451614,0.15841601159449378,123,Low Regional Value,Low Value Customer
C0095,Fleet Owner,Logistics,Nagpur,Maharashtra,West,AHM001,207876,37163,3,29,55610118.2,1917590.2827586208,0.19009411088355413,78,Medium Regional Value,Medium Value Customer
C0096,Corporate,Construction,Chennai,Tamil Nadu,South,CHN001,401903,200385,3,34,51986858.4,1529025.2470588235,0.1777085887434281,107,Medium Regional Value,Medium Value Customer
C0097,Corporate,Construction,Pune,Maharashtra,West,PUN001,351063,253,5,26,47499351.2,1826898.1230769232,0.16236877795216914,114,Low Regional Value,Low Value Customer
C0098,Corporate,Mining,Kolkata,West Bengal,East,KOL001,270655,236169,1,35,56088743.0,1602535.5142857144,0.19173021162830706,51,Medium Regional Value,Medium Value Customer
C0099,Fleet Owner,Rental,Visakhapatnam,Andhra Pradesh,South,PUN001,601814,62089,4,44,56469516.0,1283398.0909090908,0.19303182196876958,91,Medium Regional Value,Medium Value Customer
C0100,Government,Construction,Chandigarh,Punjab,North,KOL001,504876,56494,3,38,48373950.0,1272998.6842105263,0.16535845117436745,67,Low Regional Value,Low Value Customer
C0101,Corporate,Logistics,Chennai,Tamil Nadu,South,CHN001,242777,155072,5,38,62629058.6,1648133.1210526316,0.21408721282022034,51,Medium Regional Value,Medium Value Customer
C0102,Government,Infrastructure,Patna,Bihar,East,KOL001,1221840,547151,4,34,71864051.2,2113648.564705882,0.24565552743878563,11,High Regional Value,High Value Customer
C0103,Dealer,Infrastructure,Coimbatore,Tamil Nadu,South,KOL001,167168,77679,4,40,75304293.2,1882607.33,0.25741543310671244,17,High Regional Value,High Value Customer
C0104,Fleet Owner,Infrastructure,Visakhapatnam,Andhra Pradesh,South,KOL001,318210,213321,1,34,42120081.4,1238825.9235294117,0.14398062229035014,144,Low Regional Value,Low Value Customer
C0105,Government,Logistics,Delhi,Delhi,North,DEL001,1275897,228879,4,41,57202879.8,1395192.1902439024,0.19553870639965332,48,Medium Regional Value,Medium Value Customer
C0106,Dealer,Infrastructure,Indore,Madhya Pradesh,Central,PUN001,223855,212350,2,39,58339475.8,1495883.9948717947,0.19942397427980332,5,Medium Regional Value,Medium Value Customer
C0107,Fleet Owner,Construction,Delhi,Delhi,North,DEL001,412425,152905,1,49,85196217.6,1738698.318367347,0.2912293618414536,6,High Regional Value,High Value - Review
C0108,Corporate,Rental,Jaipur,Rajasthan,North,AHM001,676059,420507,4,24,31126705.0,1296946.0416666667,0.10640155970230752,81,Low Regional Value,Low Value Customer
C0109,Retail,Mining,Chennai,Tamil Nadu,South,CHN001,47756,11043,1,44,69451949.0,1578453.3863636365,0.2374101498364545,33,High Regional Value,High Value - Review
C0110,Dealer,Logistics,Indore,Madhya Pradesh,Central,CHN001,107758,68824,5,42,90807306.0,2162078.714285714,0.3104099515436892,1,High Regional Value,High Value Customer
C0111,Corporate,Construction,Chennai,Tamil Nadu,South,CHN001,332240,18012,3,33,55916542.2,1694440.6727272728,0.19114157130476545,92,Medium Regional Value,Medium Value Customer
C0112,Fleet Owner,Mining,Hyderabad,Telangana,South,HYD001,389833,373500,2,33,46248326.6,1401464.4424242424,0.15809235458304108,131,Low Regional Value,Low Value Customer
C0113,Corporate,Logistics,Chennai,Tamil Nadu,South,CHN001,965190,17579,2,41,78713400.0,1919839.024390244,0.2690689081761662,14,High Regional Value,High Value - Review
C0114,Retail,Mining,Kolkata,West Bengal,East,KOL001,42285,6186,4,33,48515792.8,1470175.5393939393,0.16584331763076052,70,Low Regional Value,Low Value Customer
C0115,Fleet Owner,Mining,Visakhapatnam,Andhra Pradesh,South,KOL001,666395,628219,5,29,44357793.6,1529579.0896551725,0.15162987614631987,137,Low Regional Value,Low Value Customer
C0116,Dealer,Construction,Delhi,Delhi,North,DEL001,480944,340796,1,35,64081942.6,1830912.6457142858,0.21905365959531356,33,High Regional Value,High Value - Review
C0117,Government,Mining,Guwahati,Assam,North East,AHM001,856033,284259,3,31,38951277.4,1256492.8193548387,0.13314858311399302,11,Low Regional Value,Low Value Customer
C0118,Retail,Rental,Chennai,Tamil Nadu,South,CHN001,40651,8239,4,32,41835680.2,1307365.00625,0.14300844321578352,146,Low Regional Value,Low Value Customer
C0119,Government,Manufacturing,Surat,Gujarat,West,DEL001,1079453,124485,4,51,67143205.2,1316533.4352941178,0.22951808605157809,32,High Regional Value,High Value Customer
C0120,Fleet Owner,Construction,Bengaluru,Karnataka,South,HYD001,416429,90596,5,34,50313583.0,1479811.2647058824,0.1719887699456626,114,Low Regional Value,Low Value Customer
C0121,Government,Construction,Pune,Maharashtra,West,PUN001,690836,432165,2,34,47029566.199999996,1383222.5352941174,0.16076289462064564,119,Low Regional Value,Low Value Customer
C0122,Dealer,Rental,Guwahati,Assam,North East,KOL001,351917,4859,2,31,48051119.4,1550036.1096774193,0.16425490746938384,8,Low Regional Value,Low Value Customer
C0123,Corporate,Infrastructure,Kolkata,West Bengal,East,KOL001,574353,239735,3,36,70019319.0,1944981.0833333333,0.2393496115600227,15,High Regional Value,High Value Customer
C0124,Dealer,Construction,Pune,Maharashtra,West,PUN001,211359,167163,3,42,54870405.8,1306438.2333333332,0.18756552479996005,82,Medium Regional Value,Medium Value Customer
C0125,Government,Mining,Surat,Gujarat,West,HYD001,557944,302970,4,30,31904862.6,1063495.4200000002,0.10906156442603927,150,Low Regional Value,Low Value Customer
C0126,Dealer,Manufacturing,Hyderabad,Telangana,South,HYD001,473103,222292,4,33,64059034.8,1941182.8727272726,0.21897535302064244,44,High Regional Value,High Value Customer
C0127,Government,Construction,Kolkata,West Bengal,East,KOL001,1030275,912169,1,28,48960650.8,1748594.6714285712,0.16736399208204114,68,Low Regional Value,Low Value Customer
C0128,Retail,Mining,Ahmedabad,Gujarat,West,AHM001,39121,16592,1,33,69172996.2,2096151.4000000001,0.23645659522785312,24,High Regional Value,High Value - Review
C0129,Corporate,Mining,Delhi,Delhi,North,DEL001,902420,248703,5,36,76393252.6,2122034.794444444,0.26113786304629283,12,High Regional Value,High Value Customer
C0130,Government,Mining,Pune,Maharashtra,West,PUN001,1196003,228242,1,39,60017312.8,1538905.4564102564,0.20515938616250148,58,Medium Regional Value,Medium Value Customer
C0131,Corporate,Rental,Hyderabad,Telangana,South,HYD001,215893,70818,2,32,59008448.8,1844014.025,0.2017107492724899,75,Medium Regional Value,Medium Value Customer
C0132,Corporate,Construction,Indore,Madhya Pradesh,Central,PUN001,604969,495963,2,37,49004629.4,1324449.4432432433,0.16751432574676806,10,Low Regional Value,Low Value Customer
C0133,Government,Mining,Visakhapatnam,Andhra Pradesh,South,AHM001,1144779,737832,1,29,51247358.0,1767150.2758620689,0.17518072734722573,110,Low Regional Value,Low Value Customer
C0134,Fleet Owner,Infrastructure,Ahmedabad,Gujarat,West,AHM001,369606,281323,5,48,85243025.2,1775896.3583333334,0.29138936598085485,4,High Regional Value,High Value Customer
C0135,Retail,Rental,Bengaluru,Karnataka,South,DEL001,21372,14639,2,35,62791824.6,1794052.1314285714,0.21464360182016448,49,Medium Regional Value,Medium Value Customer
C0136,Dealer,Mining,Ahmedabad,Gujarat,West,AHM001,425042,208808,3,37,45774176.2,1237139.8972972974,0.1564715488442559,127,Low Regional Value,Low Value Customer
C0137,Dealer,Infrastructure,Chennai,Tamil Nadu,South,CHN001,257346,114551,5,21,42806442.6,2038402.0285714287,0.14632683600616578,142,Low Regional Value,Low Value Customer
C0138,Corporate,Mining,Hyderabad,Telangana,South,HYD001,251506,244794,5,34,62582651.4,1840666.217647059,0.213928577382855,52,Medium Regional Value,Medium Value Customer
C0139,Government,Mining,Ahmedabad,Gujarat,West,AHM001,825908,770729,2,29,37337910.0,1287514.1379310344,0.12763355003442817,142,Low Regional Value,Low Value Customer
C0140,Retail,Logistics,Pune,Maharashtra,West,PUN001,14401,7550,3,37,60136648.6,1625314.827027027,0.20556731611359405,57,Medium Regional Value,Medium Value Customer
C0141,Corporate,Rental,Ahmedabad,Gujarat,West,AHM001,742629,317916,4,36,66220737.2,1839464.9222222222,0.2263647797836815,35,High Regional Value,High Value Customer
C0142,Retail,Manufacturing,Ahmedabad,Gujarat,West,AHM001,34620,17030,1,45,84828043.0,1885067.6222222222,0.2899708170747405,5,High Regional Value,High Value - Review
C0143,Corporate,Infrastructure,Chennai,Tamil Nadu,South,CHN001,915191,549312,3,27,44644618.2,1653504.3777777778,0.15261033921817377,135,Low Regional Value,Low Value Customer
C0144,Fleet Owner,Construction,Mumbai,Maharashtra,West,AHM001,578368,178549,2,25,39589546.2,1583581.8480000002,0.13533040081134712,138,Low Regional Value,Low Value Customer
C0145,Retail,Construction,Pune,Maharashtra,West,PUN001,49522,23237,3,33,34445949.4,1043816.6484848484,0.11774785482712559,146,Low Regional Value,Low Value Customer
C0146,Retail,Mining,Ahmedabad,Gujarat,West,AHM001,21418,15972,3,30,61245406.2,2041513.54,0.20935742296787843,52,Medium Regional Value,Medium Value Customer
C0147,Dealer,Rental,Delhi,Delhi,North,DEL001,363902,291538,5,30,44007572.2,1466919.0733333335,0.15043270146300128,76,Low Regional Value,Low Value Customer
C0148,Government,Construction,Coimbatore,Tamil Nadu,South,AHM001,1202629,329492,4,35,54884128.4,1568117.9542857143,0.18761243326788724,97,Medium Regional Value,Medium Value Customer
C0149,Government,Manufacturing,Surat,Gujarat,West,AHM001,1227707,1171024,3,38,65235052.4,1716711.9052631578,0.22299537720493573,39,High Regional Value,High Value Customer
C0150,Fleet Owner,Manufacturing,Ahmedabad,Gujarat,West,AHM001,197605,127111,5,30,41608958.8,1386965.2933333332,0.14223343312146447,136,Low Regional Value,Low Value Customer
C0151,Government,Infrastructure,Kolkata,West Bengal,East,KOL001,1163117,166210,5,27,39556960.6,1465072.6148148149,0.1352190122572475,85,Low Regional Value,Low Value Customer
C0152,Corporate,Manufacturing,Chennai,Tamil Nadu,South,CHN001,227415,135210,2,40,62249804.2,1556245.105,0.212790793565951,55,Medium Regional Value,Medium Value Customer
C0153,Retail,Rental,Patna,Bihar,East,PUN001,32014,27630,4,56,108200489.6,1932151.5999999999,0.3698657102958153,1,High Regional Value,High Value Customer
C0154,Fleet Owner,Logistics,Delhi,Delhi,North,DEL001,305293,279000,5,45,74171590.6,1648257.5688888887,0.2535434741788767,16,High Regional Value,High Value Customer
C0155,Fleet Owner,Mining,Kolkata,West Bengal,East,KOL001,393453,245382,5,31,41576324.2,1341171.748387097,0.14212187706886398,82,Low Regional Value,Low Value Customer
C0156,Government,Manufacturing,Chennai,Tamil Nadu,South,CHN001,1032586,173071,5,33,67117436.4,2033861.7090909092,0.22942999961545657,37,High Regional Value,High Value Customer
C0157,Dealer,Infrastructure,Chandigarh,Punjab,North,PUN001,315705,130064,1,34,55572804.4,1634494.2470588235,0.1899665597496188,54,Medium Regional Value,Medium Value Customer
C0158,Corporate,Infrastructure,Kolkata,West Bengal,East,KOL001,516521,146194,2,36,58875735.2,1635437.088888889,0.2012570894959826,42,Medium Regional Value,Medium Value Customer
C0159,Dealer,Construction,Chennai,Tamil Nadu,South,CHN001,332595,67368,3,34,49934036.2,1468648.1235294119,0.17069135116972664,117,Low Regional Value,Low Value Customer
C0160,Retail,Rental,Ahmedabad,Gujarat,West,AHM001,45628,6888,2,44,70762190.2,1608231.5954545455,0.2418889954857522,19,High Regional Value,High Value - Review
C0161,Dealer,Mining,Ahmedabad,Gujarat,West,AHM001,404774,243701,4,37,60837361.2,1644253.0054054055,0.20796258774748716,55,Medium Regional Value,Medium Value Customer
