customer_id,first_purchase_date,last_purchase_date,delivered_order_count,total_revenue,cohort_year,cohort_month,customer_lifespan_days,customer_lifespan_years,repeat_purchase_status,repeat_purchase_flag,purchase_frequency_class,average_order_value,customer_type,industry_segment,region
C0086,2019-01-12,2024-11-22,29,59655682.6,2019,2019-01,2141,5.861738535249829,Repeat Customer,1,Moderate,2057092.5034482758,Retail,Construction,West
C0087,2019-01-22,2024-12-17,39,50370513.4,2019,2019-01,2156,5.90280629705681,Repeat Customer,1,Frequent,1291551.6256410256,Government,Logistics,South
C0088,2019-01-26,2024-08-06,36,57330201.8,2019,2019-01,2019,5.5277207392197125,Repeat Customer,1,Frequent,1592505.6055555556,Corporate,Infrastructure,West
C0089,2019-01-02,2024-11-14,37,47111014.0,2019,2019-01,2143,5.867214236824093,Repeat Customer,1,Frequent,1273270.6486486488,Corporate,Rental,West
C0090,2019-03-16,2024-10-22,43,51915256.6,2019,2019-03,2047,5.604380561259411,Repeat Customer,1,Very Frequent,1207331.5488372094,Government,Infrastructure,North
C0091,2019-01-09,2024-09-07,30,39090471.8,2019,2019-01,2068,5.661875427789186,Repeat Customer,1,Frequent,1303015.7266666666,Retail,Construction,South
C0092,2019-01-17,2024-07-30,36,46760586.8,2019,2019-01,2021,5.533196440793977,Repeat Customer,1,Frequent,1298905.1888888888,Fleet Owner,Logistics,West
C0093,2019-02-13,2024-12-01,36,57944235.8,2019,2019-02,2118,5.798767967145791,Repeat Customer,1,Frequent,1609562.1055555556,Dealer,Manufacturing,South
C0094,2019-01-18,2024-09-20,31,46343009.2,2019,2019-01,2072,5.672826830937714,Repeat Customer,1,Frequent,1494935.7806451614,Corporate,Logistics,West
C0095,2019-05-21,2024-12-26,29,55610118.2,2019,2019-05,2046,5.601642710472279,Repeat Customer,1,Moderate,1917590.2827586208,Fleet Owner,Logistics,West
C0096,2019-01-02,2024-12-30,34,51986858.4,2019,2019-01,2189,5.993155373032169,Repeat Customer,1,Frequent,1529025.2470588235,Corporate,Construction,South
C0097,2019-03-22,2024-12-16,26,47499351.2,2019,2019-03,2096,5.738535249828884,Repeat Customer,1,Moderate,1826898.1230769232,Corporate,Construction,West
C0098,2019-03-14,2024-12-18,35,56088743.0,2019,2019-03,2106,5.765913757700205,Repeat Customer,1,Frequent,1602535.5142857144,Corporate,Mining,East
C0099,2019-01-10,2024-12-26,44,56469516.0,2019,2019-01,2177,5.960301163586585,Repeat Customer,1,Very Frequent,1283398.0909090908,Fleet Owner,Rental,South
C0100,2019-01-25,2024-09-10,38,48373950.0,2019,2019-01,2055,5.626283367556468,Repeat Customer,1,Frequent,1272998.6842105263,Government,Construction,North
C0101,2019-02-26,2024-10-10,38,62629058.6,2019,2019-02,2053,5.620807665982204,Repeat Customer,1,Frequent,1648133.1210526316,Corporate,Logistics,South
C0102,2019-03-11,2024-10-24,34,71864051.2,2019,2019-03,2054,5.623545516769336,Repeat Customer,1,Frequent,2113648.564705882,Government,Infrastructure,East
C0103,2019-02-21,2024-08-29,40,75304293.2,2019,2019-02,2016,5.519507186858316,Repeat Customer,1,Very Frequent,1882607.33,Dealer,Infrastructure,South
C0104,2019-04-06,2024-12-30,34,42120081.4,2019,2019-04,2095,5.735797399041752,Repeat Customer,1,Frequent,1238825.9235294117,Fleet Owner,Infrastructure,South
C0105,2019-05-25,2024-11-26,41,57202879.8,2019,2019-05,2012,5.508555783709788,Repeat Customer,1,Very Frequent,1395192.1902439024,Government,Logistics,North
C0106,2019-04-07,2024-11-12,39,58339475.8,2019,2019-04,2046,5.601642710472279,Repeat Customer,1,Frequent,1495883.9948717947,Dealer,Infrastructure,Central
C0107,2019-01-16,2024-12-11,49,85196217.6,2019,2019-01,2156,5.90280629705681,Repeat Customer,1,Very Frequent,1738698.318367347,Fleet Owner,Construction,North
C0108,2019-01-03,2024-12-29,24,31126705.0,2019,2019-01,2187,5.987679671457905,Repeat Customer,1,Moderate,1296946.0416666667,Corporate,Rental,North
C0109,2019-01-14,2024-12-09,44,69451949.0,2019,2019-01,2156,5.90280629705681,Repeat Customer,1,Very Frequent,1578453.3863636365,Retail,Mining,South
C0110,2019-01-25,2024-06-21,42,90807306.0,2019,2019-01,1974,5.404517453798768,Repeat Customer,1,Very Frequent,2162078.714285714,Dealer,Logistics,Central
C0111,2019-04-09,2024-12-16,33,55916542.2,2019,2019-04,2078,5.689253935660506,Repeat Customer,1,Frequent,1694440.6727272728,Corporate,Construction,South
C0112,2019-02-27,2024-12-01,33,46248326.6,2019,2019-02,2104,5.760438056125941,Repeat Customer,1,Frequent,1401464.4424242424,Fleet Owner,Mining,South
C0113,2019-01-13,2024-12-23,41,78713400.0,2019,2019-01,2171,5.943874058863792,Repeat Customer,1,Very Frequent,1919839.024390244,Corporate,Logistics,South
C0114,2019-02-09,2024-09-27,33,48515792.8,2019,2019-02,2057,5.631759069130732,Repeat Customer,1,Frequent,1470175.5393939393,Retail,Mining,East
C0115,2019-05-07,2024-11-28,29,44357793.6,2019,2019-05,2032,5.563312799452429,Repeat Customer,1,Moderate,1529579.0896551725,Fleet Owner,Mining,South
C0116,2019-01-08,2024-07-28,35,64081942.6,2019,2019-01,2028,5.552361396303901,Repeat Customer,1,Frequent,1830912.6457142858,Dealer,Construction,North
C0117,2019-01-01,2024-08-12,31,38951277.4,2019,2019-01,2050,5.6125941136208075,Repeat Customer,1,Frequent,1256492.8193548387,Government,Mining,North East
C0118,2019-02-03,2024-12-10,32,41835680.2,2019,2019-02,2137,5.8507871321013,Repeat Customer,1,Frequent,1307365.00625,Retail,Rental,South
C0119,2019-01-07,2024-10-26,51,67143205.2,2019,2019-01,2119,5.801505817932923,Repeat Customer,1,Very Frequent,1316533.4352941178,Government,Manufacturing,West
C0120,2019-01-02,2024-11-15,34,50313583.0,2019,2019-01,2144,5.8699520876112254,Repeat Customer,1,Frequent,1479811.2647058824,Fleet Owner,Construction,South
C0121,2019-01-22,2024-12-01,34,47029566.199999996,2019,2019-01,2140,5.859000684462697,Repeat Customer,1,Frequent,1383222.5352941174,Government,Construction,West
C0122,2019-01-12,2024-11-05,31,48051119.4,2019,2019-01,2124,5.815195071868583,Repeat Customer,1,Frequent,1550036.1096774193,Dealer,Rental,North East
C0123,2019-01-16,2024-11-04,36,70019319.0,2019,2019-01,2119,5.801505817932923,Repeat Customer,1,Frequent,1944981.0833333333,Corporate,Infrastructure,East
C0124,2019-01-11,2024-11-04,42,54870405.8,2019,2019-01,2124,5.815195071868583,Repeat Customer,1,Very Frequent,1306438.2333333332,Dealer,Construction,West
C0125,2019-02-17,2024-12-09,30,31904862.6,2019,2019-02,2122,5.809719370294319,Repeat Customer,1,Frequent,1063495.4200000002,Government,Mining,West
C0126,2019-03-05,2024-04-05,33,64059034.8,2019,2019-03,1858,5.086926762491444,Repeat Customer,1,Frequent,1941182.8727272726,Dealer,Manufacturing,South
C0127,2019-03-01,2024-06-25,28,48960650.8,2019,2019-03,1943,5.319644079397673,Repeat Customer,1,Moderate,1748594.6714285712,Government,Construction,East
C0128,2019-01-02,2024-12-18,33,69172996.2,2019,2019-01,2177,5.960301163586585,Repeat Customer,1,Frequent,2096151.4000000001,Retail,Mining,West
C0129,2019-01-06,2024-10-31,36,76393252.6,2019,2019-01,2125,5.817932922655715,Repeat Customer,1,Frequent,2122034.794444444,Corporate,Mining,North
C0130,2019-02-17,2024-11-16,39,60017312.8,2019,2019-02,2099,5.746748802190281,Repeat Customer,1,Frequent,1538905.4564102564,Government,Mining,West
C0131,2019-02-21,2024-06-14,32,59008448.8,2019,2019-02,1940,5.3114305270362765,Repeat Customer,1,Frequent,1844014.025,Corporate,Rental,South
C0132,2019-02-22,2024-10-01,37,49004629.4,2019,2019-02,2048,5.607118412046543,Repeat Customer,1,Frequent,1324449.4432432433,Corporate,Construction,Central
C0133,2019-03-27,2024-04-07,29,51247358.0,2019,2019-03,1838,5.032169746748802,Repeat Customer,1,Moderate,1767150.2758620689,Government,Mining,South
C0134,2019-03-03,2024-11-24,48,85243025.2,2019,2019-03,2093,5.730321697467488,Repeat Customer,1,Very Frequent,1775896.3583333334,Fleet Owner,Infrastructure,West
C0135,2019-03-09,2024-08-27,35,62791824.6,2019,2019-03,1998,5.470225872689938,Repeat Customer,1,Frequent,1794052.1314285714,Retail,Rental,South
C0136,2019-03-23,2024-11-13,37,45774176.2,2019,2019-03,2062,5.645448323066393,Repeat Customer,1,Frequent,1237139.8972972974,Dealer,Mining,West
C0137,2019-06-13,2024-06-10,21,42806442.6,2019,2019-06,1824,4.993839835728953,Repeat Customer,1,Moderate,2038402.0285714287,Dealer,Infrastructure,South
C0138,2019-01-10,2024-12-25,34,62582651.4,2019,2019-01,2176,5.9575633127994525,Repeat Customer,1,Frequent,1840666.217647059,Corporate,Mining,South
C0139,2019-03-13,2024-10-31,29,37337910.0,2019,2019-03,2059,5.637234770704997,Repeat Customer,1,Moderate,1287514.1379310344,Government,Mining,West
C0140,2019-03-18,2024-11-24,37,60136648.6,2019,2019-03,2078,5.689253935660506,Repeat Customer,1,Frequent,1625314.827027027,Retail,Logistics,West
C0141,2019-04-06,2024-11-15,36,66220737.2,2019,2019-04,2050,5.6125941136208075,Repeat Customer,1,Frequent,1839464.9222222222,Corporate,Rental,West
C0142,2019-02-06,2024-12-08,45,84828043.0,2019,2019-02,2132,5.83709787816564,Repeat Customer,1,Very Frequent,1885067.6222222222,Retail,Manufacturing,West
C0143,2019-01-11,2024-08-02,27,44644618.2,2019,2019-01,2030,5.557837097878165,Repeat Customer,1,Moderate,1653504.3777777778,Corporate,Infrastructure,South
C0144,2019-04-02,2024-08-23,25,39589546.2,2019,2019-04,1970,5.393566050650239,Repeat Customer,1,Moderate,1583581.8480000002,Fleet Owner,Construction,West
C0145,2019-04-01,2024-12-29,33,34445949.4,2019,2019-04,2099,5.746748802190281,Repeat Customer,1,Frequent,1043816.6484848484,Retail,Construction,West
C0146,2019-01-20,2024-12-31,30,61245406.2,2019,2019-01,2172,5.946611909650924,Repeat Customer,1,Frequent,2041513.54,Retail,Mining,West
C0147,2019-07-21,2024-12-22,30,44007572.2,2019,2019-07,1981,5.423682409308693,Repeat Customer,1,Frequent,1466919.0733333335,Dealer,Rental,North
C0148,2019-01-28,2024-12-09,35,54884128.4,2019,2019-01,2142,5.864476386036961,Repeat Customer,1,Frequent,1568117.9542857143,Government,Construction,South
C0149,2019-02-28,2024-12-12,38,65235052.4,2019,2019-02,2114,5.7878165639972625,Repeat Customer,1,Frequent,1716711.9052631578,Government,Manufacturing,West
C0150,2019-07-12,2024-11-09,30,41608958.8,2019,2019-07,1947,5.330595482546201,Repeat Customer,1,Frequent,1386965.2933333332,Fleet Owner,Manufacturing,West
C0151,2019-03-03,2024-11-28,27,39556960.6,2019,2019-03,2097,5.7412731006160165,Repeat Customer,1,Moderate,1465072.6148148149,Government,Infrastructure,East
C0152,2019-03-10,2024-11-18,40,62249804.2,2019,2019-03,2080,5.69472963723477,Repeat Customer,1,Very Frequent,1556245.105,Corporate,Manufacturing,South
C0153,2019-01-17,2024-12-12,56,108200489.6,2019,2019-01,2156,5.90280629705681,Repeat Customer,1,Very Frequent,1932151.5999999999,Retail,Rental,East
C0154,2019-01-29,2024-08-21,45,74171590.6,2019,2019-01,2031,5.560574948665297,Repeat Customer,1,Very Frequent,1648257.5688888887,Fleet Owner,Logistics,North
C0155,2019-11-15,2024-12-17,31,41576324.2,2019,2019-11,1859,5.089664613278576,Repeat Customer,1,Frequent,1341171.748387097,Fleet Owner,Mining,East
C0156,2019-01-14,2024-09-17,33,67117436.4,2019,2019-01,2073,5.675564681724846,Repeat Customer,1,Frequent,2033861.7090909092,Government,Manufacturing,South
C0157,2019-02-15,2024-12-30,34,55572804.4,2019,2019-02,2145,5.8726899383983575,Repeat Customer,1,Frequent,1634494.2470588235,Dealer,Infrastructure,North
C0158,2019-03-03,2024-09-26,36,58875735.2,2019,2019-03,2034,5.568788501026694,Repeat Customer,1,Frequent,1635437.088888889,Corporate,Infrastructure,East
C0159,2019-02-02,2024-12-26,34,49934036.2,2019,2019-02,2154,5.897330595482546,Repeat Customer,1,Frequent,1468648.1235294119,Dealer,Construction,South
C0160,2019-02-19,2024-11-23,44,70762190.2,2019,2019-02,2104,5.760438056125941,Repeat Customer,1,Very Frequent,1608231.5954545455,Retail,Rental,West
C0161,2019-03-24,2024-11-17,37,60837361.2,2019,2019-03,2065,5.653661875427789,Repeat Customer,1,Frequent,1644253.0054054055,Dealer,Mining,West
C0162,2019-07-05,2024-10-14,28,62233145.6,2019,2019-07,1928,5.278576317590692,Repeat Customer,1,Moderate,2222612.342857143,Retail,Mining,East
C0163,2019-06-02,2024-08-05,38,46377823.0,2019,2019-06,1891,5.177275838466803,Repeat Customer,1,Frequent,1220469.0263157894,Dealer,Logistics,West
C0164,2019-01-11,2024-11-13,36,45625652.8,2019,2019-01,2133,5.839835728952772,Repeat Customer,1,Frequent,1267379.2444444443,Government,Construction,North
C0165,2019-02-27,2024-12-24,50,79168592.4,2019,2019-02,2127,5.823408624229979,Repeat Customer,1,Very Frequent,1583371.8480000002,Fleet Owner,Manufacturing,North
C0166,2019-01-18,2024-12-08,32,69504759.6,2019,2019-01,2151,5.88911704312115,Repeat Customer,1,Frequent,2172023.7375,Fleet Owner,Manufacturing,West
C0167,2019-01-03,2024-12-28,31,50383279.4,2019,2019-01,2186,5.984941820670773,Repeat Customer,1,Frequent,1625267.0774193548,Retail,Mining,West
C0168,2019-06-02,2024-12-18,34,64028787.0,2019,2019-06,2026,5.546885694729637,Repeat Customer,1,Frequent,1883199.6176470588,Dealer,Infrastructure,West
C0169,2019-03-25,2024-10-27,40,69450095.6,2019,2019-03,2043,5.593429158110883,Repeat Customer,1,Very Frequent,1736252.39,Fleet Owner,Construction,West
