movement_date,product_id,branch_id,movement_count,total_quantity,max_single_quantity,daily_volume_anomaly,high_frequency_anomaly,anomaly_flag,anomaly_reason
2019-02-10,P016,PUN001,4,290,140,False,True,True,Unusually High Movement Frequency
2019-02-10,P021,AHM001,4,189,160,False,True,True,Unusually High Movement Frequency
2019-02-11,P013,HYD001,4,294,170,False,True,True,Unusually High Movement Frequency
2019-02-11,P023,CHN001,4,354,277,False,True,True,Unusually High Movement Frequency
2019-02-14,P010,CHN001,3,534,297,True,False,True,Unusual Daily Movement Volume
2019-02-14,P020,CHN001,4,493,292,False,True,True,Unusually High Movement Frequency
2019-02-15,P002,AHM001,4,59,36,False,True,True,Unusually High Movement Frequency
2019-02-15,P007,DEL001,4,333,173,False,True,True,Unusually High Movement Frequency
2019-02-15,P020,DEL001,3,592,261,True,False,True,Unusual Daily Movement Volume
2019-02-15,P026,DEL001,4,654,284,True,True,True,High Volume and High Frequency
2019-02-16,P013,CHN001,4,55,28,False,True,True,Unusually High Movement Frequency
2019-02-16,P014,KOL001,3,592,286,True,False,True,Unusual Daily Movement Volume
2019-02-16,P024,CHN001,3,789,264,True,False,True,Unusual Daily Movement Volume
2019-02-17,P004,PUN001,4,379,200,False,True,True,Unusually High Movement Frequency
2019-02-17,P014,PUN001,3,647,286,True,False,True,Unusual Daily Movement Volume
2019-02-17,P020,HYD001,2,544,272,True,False,True,Unusual Daily Movement Volume
2019-02-18,P010,HYD001,4,491,298,False,True,True,Unusually High Movement Frequency
2019-02-19,P004,KOL001,4,636,258,True,True,True,High Volume and High Frequency
2019-02-22,P006,DEL001,4,456,260,False,True,True,Unusually High Movement Frequency
2019-02-22,P014,DEL001,3,648,289,True,False,True,Unusual Daily Movement Volume
2019-02-22,P021,HYD001,3,548,256,True,False,True,Unusual Daily Movement Volume
2019-02-22,P030,KOL001,4,292,257,False,True,True,Unusually High Movement Frequency
2019-02-23,P001,DEL001,3,751,274,True,False,True,Unusual Daily Movement Volume
2019-02-24,P002,KOL001,5,395,242,False,True,True,Unusually High Movement Frequency
2019-02-24,P004,PUN001,3,549,294,True,False,True,Unusual Daily Movement Volume
2019-02-24,P013,PUN001,4,353,228,False,True,True,Unusually High Movement Frequency
2019-02-24,P020,AHM001,4,384,280,False,True,True,Unusually High Movement Frequency
2019-02-24,P028,AHM001,4,240,163,False,True,True,Unusually High Movement Frequency
2019-02-24,P029,AHM001,4,305,282,False,True,True,Unusually High Movement Frequency
2019-02-25,P008,HYD001,4,406,210,False,True,True,Unusually High Movement Frequency
2019-02-25,P019,HYD001,4,701,270,True,True,True,High Volume and High Frequency
2019-02-26,P010,AHM001,4,277,251,False,True,True,Unusually High Movement Frequency
2019-02-27,P016,HYD001,4,322,266,False,True,True,Unusually High Movement Frequency
2019-02-27,P023,CHN001,3,720,258,True,False,True,Unusual Daily Movement Volume
2019-02-27,P027,HYD001,4,405,228,False,True,True,Unusually High Movement Frequency
2019-02-28,P004,CHN001,6,1011,229,True,True,True,High Volume and High Frequency
2019-02-28,P007,HYD001,3,841,296,True,False,True,Unusual Daily Movement Volume
2019-02-28,P014,CHN001,4,417,242,False,True,True,Unusually High Movement Frequency
2019-02-28,P021,DEL001,4,284,241,False,True,True,Unusually High Movement Frequency
2019-02-28,P026,CHN001,3,676,255,True,False,True,Unusual Daily Movement Volume
2019-03-01,P018,CHN001,4,47,20,False,True,True,Unusually High Movement Frequency
2019-03-01,P024,KOL001,4,521,224,False,True,True,Unusually High Movement Frequency
2019-03-02,P003,HYD001,4,665,297,True,True,True,High Volume and High Frequency
2019-03-02,P007,KOL001,4,599,260,True,True,True,High Volume and High Frequency
2019-03-02,P011,KOL001,4,406,211,False,True,True,Unusually High Movement Frequency
2019-03-02,P014,KOL001,4,584,232,True,True,True,High Volume and High Frequency
2019-03-02,P015,KOL001,2,532,277,True,False,True,Unusual Daily Movement Volume
2019-03-02,P018,KOL001,4,438,289,False,True,True,Unusually High Movement Frequency
2019-03-02,P022,HYD001,4,905,273,True,True,True,High Volume and High Frequency
2019-03-02,P024,KOL001,4,123,86,False,True,True,Unusually High Movement Frequency
2019-03-02,P029,HYD001,4,485,214,False,True,True,Unusually High Movement Frequency
2019-03-03,P003,CHN001,7,751,281,True,True,True,High Volume and High Frequency
2019-03-04,P001,DEL001,5,441,214,False,True,True,Unusually High Movement Frequency
2019-03-04,P003,AHM001,4,553,278,True,True,True,High Volume and High Frequency
2019-03-04,P008,DEL001,5,61,41,False,True,True,Unusually High Movement Frequency
2019-03-04,P021,DEL001,8,704,217,True,True,True,High Volume and High Frequency
2019-03-04,P029,AHM001,5,605,289,True,True,True,High Volume and High Frequency
2019-03-05,P006,DEL001,3,667,255,True,False,True,Unusual Daily Movement Volume
2019-03-05,P017,KOL001,2,571,286,True,False,True,Unusual Daily Movement Volume
2019-03-06,P003,CHN001,4,585,254,True,True,True,High Volume and High Frequency
2019-03-06,P007,CHN001,4,623,257,True,True,True,High Volume and High Frequency
2019-03-06,P009,CHN001,5,664,225,True,True,True,High Volume and High Frequency
2019-03-06,P010,CHN001,4,321,167,False,True,True,Unusually High Movement Frequency
2019-03-06,P012,CHN001,4,269,226,False,True,True,Unusually High Movement Frequency
2019-03-06,P013,CHN001,3,532,229,True,False,True,Unusual Daily Movement Volume
2019-03-06,P014,KOL001,3,582,245,True,False,True,Unusual Daily Movement Volume
2019-03-06,P018,DEL001,4,24,15,False,True,True,Unusually High Movement Frequency
2019-03-07,P001,PUN001,4,422,226,False,True,True,Unusually High Movement Frequency
2019-03-07,P002,AHM001,3,764,298,True,False,True,Unusual Daily Movement Volume
2019-03-07,P002,KOL001,4,38,13,False,True,True,Unusually High Movement Frequency
2019-03-07,P003,HYD001,4,311,203,False,True,True,Unusually High Movement Frequency
2019-03-07,P003,PUN001,3,606,286,True,False,True,Unusual Daily Movement Volume
2019-03-07,P011,PUN001,3,782,289,True,False,True,Unusual Daily Movement Volume
2019-03-07,P016,HYD001,6,46,12,False,True,True,Unusually High Movement Frequency
2019-03-07,P025,HYD001,4,331,162,False,True,True,Unusually High Movement Frequency
2019-03-07,P030,HYD001,5,172,88,False,True,True,Unusually High Movement Frequency
2019-03-08,P002,PUN001,4,34,15,False,True,True,Unusually High Movement Frequency
2019-03-08,P003,DEL001,2,545,290,True,False,True,Unusual Daily Movement Volume
2019-03-09,P019,DEL001,4,286,225,False,True,True,Unusually High Movement Frequency
2019-03-10,P011,DEL001,3,845,298,True,False,True,Unusual Daily Movement Volume
2019-03-10,P025,PUN001,2,535,271,True,False,True,Unusual Daily Movement Volume
2019-03-11,P007,CHN001,4,576,281,True,True,True,High Volume and High Frequency
2019-03-11,P014,CHN001,4,467,292,False,True,True,Unusually High Movement Frequency
2019-03-11,P016,CHN001,5,48,14,False,True,True,Unusually High Movement Frequency
2019-03-11,P023,AHM001,4,706,249,True,True,True,High Volume and High Frequency
2019-03-11,P027,CHN001,4,669,283,True,True,True,High Volume and High Frequency
2019-03-13,P013,PUN001,4,652,256,True,True,True,High Volume and High Frequency
2019-03-13,P017,PUN001,3,581,295,True,False,True,Unusual Daily Movement Volume
2019-03-13,P023,KOL001,4,35,14,False,True,True,Unusually High Movement Frequency
2019-03-13,P027,HYD001,3,554,282,True,False,True,Unusual Daily Movement Volume
2019-03-13,P030,CHN001,4,107,47,False,True,True,Unusually High Movement Frequency
2019-03-14,P001,HYD001,3,649,294,True,False,True,Unusual Daily Movement Volume
2019-03-14,P005,HYD001,4,400,249,False,True,True,Unusually High Movement Frequency
2019-03-15,P004,PUN001,4,208,178,False,True,True,Unusually High Movement Frequency
2019-03-15,P010,AHM001,4,594,270,True,True,True,High Volume and High Frequency
2019-03-15,P011,PUN001,2,535,299,True,False,True,Unusual Daily Movement Volume
2019-03-15,P023,PUN001,4,593,255,True,True,True,High Volume and High Frequency
2019-03-16,P012,AHM001,4,320,282,False,True,True,Unusually High Movement Frequency
2019-03-16,P021,CHN001,4,443,197,False,True,True,Unusually High Movement Frequency
2019-03-17,P016,KOL001,4,569,277,True,True,True,High Volume and High Frequency
2019-03-17,P018,HYD001,4,573,276,True,True,True,High Volume and High Frequency
2019-03-18,P003,KOL001,4,519,230,False,True,True,Unusually High Movement Frequency
2019-03-19,P012,KOL001,4,904,281,True,True,True,High Volume and High Frequency
2019-03-19,P025,DEL001,4,392,260,False,True,True,Unusually High Movement Frequency
2019-03-19,P029,DEL001,4,527,292,False,True,True,Unusually High Movement Frequency
2019-03-20,P010,CHN001,5,623,244,True,True,True,High Volume and High Frequency
2019-03-21,P019,KOL001,4,251,211,False,True,True,Unusually High Movement Frequency
2019-03-22,P002,CHN001,5,577,297,True,True,True,High Volume and High Frequency
2019-03-22,P008,DEL001,2,546,282,True,False,True,Unusual Daily Movement Volume
2019-03-22,P018,HYD001,4,366,266,False,True,True,Unusually High Movement Frequency
2019-03-23,P001,AHM001,5,828,287,True,True,True,High Volume and High Frequency
2019-03-23,P004,AHM001,3,586,213,True,False,True,Unusual Daily Movement Volume
2019-03-23,P009,DEL001,4,554,235,True,True,True,High Volume and High Frequency
2019-03-23,P012,DEL001,3,536,258,True,False,True,Unusual Daily Movement Volume
2019-03-23,P013,CHN001,4,51,19,False,True,True,Unusually High Movement Frequency
2019-03-23,P015,DEL001,4,264,230,False,True,True,Unusually High Movement Frequency
2019-03-25,P009,AHM001,3,557,220,True,False,True,Unusual Daily Movement Volume
2019-03-25,P010,KOL001,4,307,188,False,True,True,Unusually High Movement Frequency
2019-03-26,P013,CHN001,2,532,281,True,False,True,Unusual Daily Movement Volume
2019-03-27,P004,KOL001,3,657,257,True,False,True,Unusual Daily Movement Volume
2019-03-28,P005,AHM001,4,201,145,False,True,True,Unusually High Movement Frequency
2019-03-28,P007,AHM001,3,763,281,True,False,True,Unusual Daily Movement Volume
2019-03-28,P007,PUN001,4,172,149,False,True,True,Unusually High Movement Frequency
2019-03-28,P008,PUN001,4,265,232,False,True,True,Unusually High Movement Frequency
2019-03-28,P017,CHN001,4,605,297,True,True,True,High Volume and High Frequency
2019-03-29,P007,AHM001,6,520,276,False,True,True,Unusually High Movement Frequency
2019-03-29,P009,KOL001,5,60,19,False,True,True,Unusually High Movement Frequency
2019-03-29,P011,CHN001,5,33,12,False,True,True,Unusually High Movement Frequency
2019-03-29,P022,AHM001,4,447,292,False,True,True,Unusually High Movement Frequency
2019-03-29,P022,KOL001,4,45,18,False,True,True,Unusually High Movement Frequency
2019-03-30,P017,PUN001,3,657,286,True,False,True,Unusual Daily Movement Volume
2019-03-30,P030,DEL001,2,544,287,True,False,True,Unusual Daily Movement Volume
2019-03-31,P004,CHN001,3,531,293,True,False,True,Unusual Daily Movement Volume
2019-03-31,P013,CHN001,4,437,273,False,True,True,Unusually High Movement Frequency
2019-03-31,P021,CHN001,5,64,16,False,True,True,Unusually High Movement Frequency
2019-03-31,P025,CHN001,4,423,237,False,True,True,Unusually High Movement Frequency
2019-03-31,P029,DEL001,4,607,227,True,True,True,High Volume and High Frequency
2019-04-01,P009,PUN001,6,806,250,True,True,True,High Volume and High Frequency
2019-04-01,P015,AHM001,4,365,184,False,True,True,Unusually High Movement Frequency
2019-04-02,P028,AHM001,4,304,287,False,True,True,Unusually High Movement Frequency
2019-04-03,P029,KOL001,3,630,278,True,False,True,Unusual Daily Movement Volume
2019-04-04,P001,CHN001,4,78,43,False,True,True,Unusually High Movement Frequency
2019-04-04,P004,CHN001,4,740,254,True,True,True,High Volume and High Frequency
2019-04-04,P006,CHN001,4,146,112,False,True,True,Unusually High Movement Frequency
2019-04-04,P007,CHN001,5,141,71,False,True,True,Unusually High Movement Frequency
2019-04-04,P011,HYD001,3,587,235,True,False,True,Unusual Daily Movement Volume
2019-04-05,P028,CHN001,4,277,180,False,True,True,Unusually High Movement Frequency
2019-04-05,P029,KOL001,4,335,249,False,True,True,Unusually High Movement Frequency
2019-04-06,P005,HYD001,4,438,234,False,True,True,Unusually High Movement Frequency
2019-04-06,P008,CHN001,4,843,285,True,True,True,High Volume and High Frequency
2019-04-06,P011,PUN001,4,336,245,False,True,True,Unusually High Movement Frequency
2019-04-06,P014,HYD001,4,253,125,False,True,True,Unusually High Movement Frequency
2019-04-06,P021,DEL001,3,731,290,True,False,True,Unusual Daily Movement Volume
2019-04-06,P026,DEL001,3,693,285,True,False,True,Unusual Daily Movement Volume
2019-04-07,P015,CHN001,4,50,21,False,True,True,Unusually High Movement Frequency
2019-04-08,P003,CHN001,4,256,165,False,True,True,Unusually High Movement Frequency
2019-04-08,P004,DEL001,4,512,290,False,True,True,Unusually High Movement Frequency
2019-04-08,P011,PUN001,2,572,291,True,False,True,Unusual Daily Movement Volume
2019-04-08,P017,DEL001,4,607,284,True,True,True,High Volume and High Frequency
2019-04-08,P018,DEL001,4,251,202,False,True,True,Unusually High Movement Frequency
2019-04-08,P026,DEL001,3,622,289,True,False,True,Unusual Daily Movement Volume
2019-04-09,P009,HYD001,3,575,296,True,False,True,Unusual Daily Movement Volume
2019-04-09,P012,CHN001,5,379,236,False,True,True,Unusually High Movement Frequency
2019-04-09,P026,CHN001,4,237,208,False,True,True,Unusually High Movement Frequency
2019-04-10,P014,HYD001,5,879,259,True,True,True,High Volume and High Frequency
2019-04-10,P022,HYD001,3,685,262,True,False,True,Unusual Daily Movement Volume
2019-04-11,P003,HYD001,3,558,290,True,False,True,Unusual Daily Movement Volume
2019-04-11,P011,HYD001,3,666,297,True,False,True,Unusual Daily Movement Volume
2019-04-11,P020,PUN001,4,256,134,False,True,True,Unusually High Movement Frequency
2019-04-11,P021,HYD001,5,68,17,False,True,True,Unusually High Movement Frequency
2019-04-12,P009,HYD001,4,38,14,False,True,True,Unusually High Movement Frequency
2019-04-13,P020,PUN001,3,621,290,True,False,True,Unusual Daily Movement Volume
2019-04-14,P020,KOL001,4,160,109,False,True,True,Unusually High Movement Frequency
2019-04-15,P008,CHN001,5,510,217,False,True,True,Unusually High Movement Frequency
2019-04-15,P011,KOL001,4,160,88,False,True,True,Unusually High Movement Frequency
2019-04-15,P017,CHN001,4,55,20,False,True,True,Unusually High Movement Frequency
2019-04-15,P028,KOL001,3,628,292,True,False,True,Unusual Daily Movement Volume
2019-04-16,P014,AHM001,4,675,296,True,True,True,High Volume and High Frequency
2019-04-16,P017,HYD001,4,750,298,True,True,True,High Volume and High Frequency
2019-04-16,P030,HYD001,4,627,289,True,True,True,High Volume and High Frequency
2019-04-17,P005,CHN001,4,24,12,False,True,True,Unusually High Movement Frequency
2019-04-17,P010,CHN001,4,17,5,False,True,True,Unusually High Movement Frequency
2019-04-17,P021,CHN001,4,40,18,False,True,True,Unusually High Movement Frequency
2019-04-17,P026,CHN001,4,61,18,False,True,True,Unusually High Movement Frequency
2019-04-18,P007,AHM001,2,552,276,True,False,True,Unusual Daily Movement Volume
2019-04-18,P011,KOL001,5,328,277,False,True,True,Unusually High Movement Frequency
2019-04-18,P015,DEL001,4,264,207,False,True,True,Unusually High Movement Frequency
2019-04-19,P001,KOL001,3,594,300,True,False,True,Unusual Daily Movement Volume
2019-04-19,P011,CHN001,5,353,243,False,True,True,Unusually High Movement Frequency
2019-04-19,P015,KOL001,4,839,261,True,True,True,High Volume and High Frequency
2019-04-19,P023,KOL001,4,888,297,True,True,True,High Volume and High Frequency
2019-04-21,P001,CHN001,4,718,295,True,True,True,High Volume and High Frequency
2019-04-21,P016,CHN001,2,551,298,True,False,True,Unusual Daily Movement Volume
2019-04-21,P020,DEL001,3,616,288,True,False,True,Unusual Daily Movement Volume
2019-04-22,P017,AHM001,4,160,134,False,True,True,Unusually High Movement Frequency
2019-04-22,P020,PUN001,4,484,200,False,True,True,Unusually High Movement Frequency
2019-04-22,P024,AHM001,3,531,239,True,False,True,Unusual Daily Movement Volume
2019-04-22,P025,KOL001,3,806,288,True,False,True,Unusual Daily Movement Volume
2019-04-23,P011,DEL001,4,471,180,False,True,True,Unusually High Movement Frequency
2019-04-23,P030,KOL001,4,50,19,False,True,True,Unusually High Movement Frequency
2019-04-24,P018,CHN001,4,473,191,False,True,True,Unusually High Movement Frequency
2019-04-24,P019,KOL001,3,710,286,True,False,True,Unusual Daily Movement Volume
2019-04-25,P030,PUN001,4,457,281,False,True,True,Unusually High Movement Frequency
2019-04-26,P005,DEL001,2,538,271,True,False,True,Unusual Daily Movement Volume
2019-04-26,P015,CHN001,3,690,280,True,False,True,Unusual Daily Movement Volume
2019-04-27,P011,CHN001,4,539,279,True,True,True,High Volume and High Frequency
2019-04-27,P025,PUN001,3,677,295,True,False,True,Unusual Daily Movement Volume
2019-04-27,P030,AHM001,4,303,267,False,True,True,Unusually High Movement Frequency
2019-04-28,P002,CHN001,4,465,232,False,True,True,Unusually High Movement Frequency
2019-04-28,P004,CHN001,5,512,248,False,True,True,Unusually High Movement Frequency
2019-04-28,P025,HYD001,5,374,219,False,True,True,Unusually High Movement Frequency
2019-04-29,P024,AHM001,4,262,218,False,True,True,Unusually High Movement Frequency
2019-04-30,P008,CHN001,5,327,178,False,True,True,Unusually High Movement Frequency
2019-04-30,P009,CHN001,4,69,30,False,True,True,Unusually High Movement Frequency
2019-04-30,P015,PUN001,4,237,125,False,True,True,Unusually High Movement Frequency
2019-04-30,P027,CHN001,4,140,107,False,True,True,Unusually High Movement Frequency
2019-05-01,P012,PUN001,4,314,263,False,True,True,Unusually High Movement Frequency
2019-05-03,P001,DEL001,4,608,281,True,True,True,High Volume and High Frequency
2019-05-03,P010,DEL001,5,385,188,False,True,True,Unusually High Movement Frequency
2019-05-03,P016,DEL001,3,809,285,True,False,True,Unusual Daily Movement Volume
2019-05-03,P018,DEL001,4,158,135,False,True,True,Unusually High Movement Frequency
2019-05-04,P015,HYD001,3,665,274,True,False,True,Unusual Daily Movement Volume
2019-05-05,P004,HYD001,5,273,236,False,True,True,Unusually High Movement Frequency
2019-05-05,P005,AHM001,3,626,257,True,False,True,Unusual Daily Movement Volume
2019-05-07,P029,CHN001,4,553,276,True,True,True,High Volume and High Frequency
2019-05-07,P029,KOL001,4,28,11,False,True,True,Unusually High Movement Frequency
2019-05-08,P007,KOL001,5,750,228,True,True,True,High Volume and High Frequency
2019-05-08,P013,CHN001,4,978,294,True,True,True,High Volume and High Frequency
2019-05-08,P017,CHN001,6,877,197,True,True,True,High Volume and High Frequency
2019-05-08,P018,KOL001,4,602,290,True,True,True,High Volume and High Frequency
2019-05-09,P018,DEL001,4,544,185,True,True,True,High Volume and High Frequency
2019-05-09,P030,DEL001,3,565,273,True,False,True,Unusual Daily Movement Volume
2019-05-10,P006,KOL001,4,383,228,False,True,True,Unusually High Movement Frequency
2019-05-10,P008,CHN001,2,573,288,True,False,True,Unusual Daily Movement Volume
2019-05-10,P013,CHN001,4,499,240,False,True,True,Unusually High Movement Frequency
2019-05-10,P016,CHN001,4,500,241,False,True,True,Unusually High Movement Frequency
2019-05-10,P017,KOL001,4,609,234,True,True,True,High Volume and High Frequency
2019-05-10,P025,KOL001,4,235,197,False,True,True,Unusually High Movement Frequency
2019-05-10,P026,CHN001,4,268,160,False,True,True,Unusually High Movement Frequency
2019-05-11,P016,AHM001,3,612,284,True,False,True,Unusual Daily Movement Volume
2019-05-11,P022,AHM001,3,557,286,True,False,True,Unusual Daily Movement Volume
2019-05-12,P013,CHN001,4,196,141,False,True,True,Unusually High Movement Frequency
2019-05-12,P014,CHN001,2,539,295,True,False,True,Unusual Daily Movement Volume
2019-05-12,P015,CHN001,4,198,165,False,True,True,Unusually High Movement Frequency
2019-05-12,P023,CHN001,2,544,288,True,False,True,Unusual Daily Movement Volume
2019-05-14,P012,DEL001,3,694,258,True,False,True,Unusual Daily Movement Volume
2019-05-14,P013,CHN001,4,328,297,False,True,True,Unusually High Movement Frequency
2019-05-14,P029,DEL001,3,619,249,True,False,True,Unusual Daily Movement Volume
2019-05-15,P001,AHM001,3,535,260,True,False,True,Unusual Daily Movement Volume
2019-05-15,P003,KOL001,5,534,259,True,True,True,High Volume and High Frequency
2019-05-15,P004,HYD001,4,54,19,False,True,True,Unusually High Movement Frequency
2019-05-15,P018,KOL001,3,815,293,True,False,True,Unusual Daily Movement Volume
2019-05-16,P013,CHN001,4,219,186,False,True,True,Unusually High Movement Frequency
2019-05-16,P020,CHN001,4,517,297,False,True,True,Unusually High Movement Frequency
2019-05-17,P007,HYD001,4,528,284,False,True,True,Unusually High Movement Frequency
2019-05-17,P017,DEL001,4,519,260,False,True,True,Unusually High Movement Frequency
2019-05-18,P005,KOL001,4,202,151,False,True,True,Unusually High Movement Frequency
2019-05-18,P019,KOL001,4,21,14,False,True,True,Unusually High Movement Frequency
2019-05-20,P016,PUN001,4,25,17,False,True,True,Unusually High Movement Frequency
2019-05-21,P030,AHM001,2,565,286,True,False,True,Unusual Daily Movement Volume
2019-05-22,P013,PUN001,5,754,273,True,True,True,High Volume and High Frequency
2019-05-23,P004,HYD001,3,667,261,True,False,True,Unusual Daily Movement Volume
2019-05-24,P020,HYD001,4,110,52,False,True,True,Unusually High Movement Frequency
2019-05-24,P024,CHN001,5,454,285,False,True,True,Unusually High Movement Frequency
2019-05-25,P002,CHN001,4,120,82,False,True,True,Unusually High Movement Frequency
2019-05-25,P002,DEL001,5,509,281,False,True,True,Unusually High Movement Frequency
2019-05-25,P005,CHN001,4,429,273,False,True,True,Unusually High Movement Frequency
2019-05-25,P006,PUN001,3,767,297,True,False,True,Unusual Daily Movement Volume
2019-05-25,P029,PUN001,3,663,299,True,False,True,Unusual Daily Movement Volume
2019-05-26,P028,CHN001,3,781,291,True,False,True,Unusual Daily Movement Volume
2019-05-26,P028,KOL001,4,832,285,True,True,True,High Volume and High Frequency
2019-05-27,P006,CHN001,4,512,178,False,True,True,Unusually High Movement Frequency
2019-05-27,P015,AHM001,4,405,236,False,True,True,Unusually High Movement Frequency
2019-05-27,P017,CHN001,4,189,127,False,True,True,Unusually High Movement Frequency
2019-05-27,P018,PUN001,4,36,13,False,True,True,Unusually High Movement Frequency
2019-05-27,P020,CHN001,4,454,279,False,True,True,Unusually High Movement Frequency
2019-05-27,P022,PUN001,4,46,19,False,True,True,Unusually High Movement Frequency
2019-05-27,P023,DEL001,4,98,54,False,True,True,Unusually High Movement Frequency
2019-05-27,P026,AHM001,5,413,212,False,True,True,Unusually High Movement Frequency
2019-05-27,P029,KOL001,4,31,15,False,True,True,Unusually High Movement Frequency
2019-05-27,P030,CHN001,4,430,274,False,True,True,Unusually High Movement Frequency
2019-05-28,P018,PUN001,2,545,285,True,False,True,Unusual Daily Movement Volume
2019-05-29,P012,KOL001,3,555,233,True,False,True,Unusual Daily Movement Volume
2019-05-29,P017,PUN001,4,448,205,False,True,True,Unusually High Movement Frequency
2019-05-29,P025,DEL001,5,646,269,True,True,True,High Volume and High Frequency
2019-05-29,P027,DEL001,3,590,298,True,False,True,Unusual Daily Movement Volume
2019-05-30,P011,PUN001,3,544,227,True,False,True,Unusual Daily Movement Volume
2019-05-30,P020,PUN001,5,316,200,False,True,True,Unusually High Movement Frequency
2019-05-31,P015,PUN001,4,53,31,False,True,True,Unusually High Movement Frequency
2019-06-02,P003,AHM001,4,683,264,True,True,True,High Volume and High Frequency
2019-06-02,P004,AHM001,3,675,292,True,False,True,Unusual Daily Movement Volume
2019-06-02,P013,AHM001,4,506,276,False,True,True,Unusually High Movement Frequency
2019-06-02,P021,AHM001,4,553,284,True,True,True,High Volume and High Frequency
2019-06-02,P023,CHN001,4,585,294,True,True,True,High Volume and High Frequency
2019-06-02,P025,AHM001,6,799,229,True,True,True,High Volume and High Frequency
2019-06-03,P028,HYD001,4,385,289,False,True,True,Unusually High Movement Frequency
2019-06-04,P003,DEL001,3,549,188,True,False,True,Unusual Daily Movement Volume
2019-06-04,P004,DEL001,3,536,298,True,False,True,Unusual Daily Movement Volume
2019-06-04,P012,DEL001,4,268,253,False,True,True,Unusually High Movement Frequency
